"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"2 months ago","when I have roadmap, only thing left is consistency 😅","141","@TojiSaid","false","false","false","false","","false",""
"2 months ago","Same, brother.","3","@thecomputer1424","true","false","false","false","","false",""
"2 months ago","Same here as well","2","@fn-of-thor8946","true","false","false","false","","false",""
"2 months ago","😂😂😂","0","@vibelyrics5902","true","false","false","false","","false",""
"2 months ago","Can we learn together so basically when you're down I'll motivate and If so I u do!","2","@PrasadKatragadda","true","false","false","false","","false",""
"2 months ago"," @TojiSaid  I got roadmap finally","1","@fn-of-thor8946","true","false","false","false","","false",""
"2 months ago","​ @PrasadKatragadda can we do it?","1","@Jahanzaib._.Qureshi","true","false","false","false","","false",""
"2 months ago"," @Jahanzaib._.Qureshi  sure!!!","1","@PrasadKatragadda","true","false","false","false","","false",""
"2 months ago"," @Jahanzaib._.Qureshi  Sure! How can I contact you?","0","@PrasadKatragadda","true","false","false","false","","false",""
"2 months ago","I also want to join guys !!","2","@VijaySolanki-jk6wm","true","false","false","false","","false",""
"2 months ago","Add me too ..","0","@priyankajaggi9638","true","false","false","false","","false",""
"2 months ago"," @VijaySolanki-jk6wm  How to connect?","0","@PrasadKatragadda","true","false","false","false","","false",""
"2 months ago"," @Jahanzaib._.Qureshi  How to connect?","1","@PrasadKatragadda","true","false","false","false","","false",""
"2 months ago","Interested as well should I start a discord channel ?","0","@shafiimohamed938","true","false","false","false","","false",""
"2 months ago"," @shafiimohamed938  Yeah, Please do","0","@PrasadKatragadda","true","false","false","false","","false",""
"1 month ago","You are right","0","@ayoajayi280","true","false","false","false","","false",""
"1 month ago","​ @PrasadKatragadda hey are you from India, we can learn together man","0","@suvendu964","true","false","false","false","","false",""
"1 month ago","I'm learning web dev, Can I join?","0","@abhiseksarkar9531","true","false","false","false","","false",""
"1 month ago"," @suvendu964  sure","0","@PrasadKatragadda","true","false","false","false","","false",""
"1 month ago"," @suvendu964  drop your mail .","0","@PrasadKatragadda","true","false","false","false","","false",""
"1 month ago","I also want to join you guys. I lack consistency too","1","@tyson828","true","false","false","false","","false",""
"2 weeks ago","Seriously bro","0","@no0bplayer420","true","false","false","false","","false",""
"7 days ago"," @PrasadKatragadda  how to connect???","1","@brijeshm9598","true","false","false","false","","false",""
"2 days ago","I'd like to join too","0","@hadassahibrahim6504","true","false","false","false","","false",""
"2 months ago","Congrats Mosh 4 million students around world from Somalia","129","@AroundUs-2024","false","true","false","false","","false",""
"2 months ago","Me too","5","@yahyeabdirashid9716","true","false","false","false","","false",""
"2 months ago","Sidoo kale sxp from somalia","5","@Sms-1B","true","false","false","false","","false",""
"2 months ago","bro not oly somali india also","1","@ShanmukhaBalaga","true","false","false","false","","false",""
"2 months ago","Somali, Djiboutian ❤.","2","@lasruomabdjan4904","true","false","false","false","","false",""
"2 months ago","Also kenyans ❤❤","2","@AnnoyedCaveWaterfall-pw3od","true","false","false","false","","false",""
"2 months ago","same","1","@AbdirahmanAhmed-it1ig","true","false","false","false","","false",""
"2 months ago","Inaderka😊","1","@goodlyrics2243","true","false","false","false","","false",""
"2 months ago","Are you saying all the people who cant afford courses are learning for free","0","@764vish","true","false","false","false","","false",""
"1 month ago","​ @ShanmukhaBalaga Rundians*","0","@AzmeerFarhan-l4u","true","false","false","false","","false",""
"1 month ago","Are you a pirate?","0","@milanszekely9745","true","false","false","false","","false",""
"1 month ago"," @milanszekely9745 There are no pirates but resistance people are fighting to stop the ships that harvest our country's resources.","0","@AroundUs-2024","true","false","false","false","","false",""
"3 weeks ago"," @milanszekely9745  are you a gypsy?","0","@abdiastar6451","true","false","false","false","","false",""
"2 months ago (edited)","This is for me. your way of Explanation is super amazing . By following this amazing road map, I will be an AI Engineer After three Years (from non-IT and at the age of 37)!!! I am from ETHIOPIA. this is my dream. Thank you Mr. Mosh.","29","@Teklitkiflay","false","false","false","false","","false",""
"2 months ago","thank you mosh, this is incredibly useful","16","@N1essoh","false","true","false","false","","false",""
"2 months ago","Please make full AI/ML course for us it’s really helpful….thank you 🙏","12","@Mahendran-f6n","false","false","false","false","","false",""
"2 months ago","yeah this will be benefitial","0","@prageethdananjaya4322","true","false","false","false","","false",""
"2 months ago","Yes I always wished for such course. Including ML, NN, DL, NLP, CV.   It will be a game changer in mylife and many.","1","@technosite2956","true","false","false","false","","false",""
"2 months ago","mosh please create complete course on machine learning or data science please","11","@avinashsoftwaresolutions3637","false","false","false","false","","false",""
"2 months ago","yes please!","0","@trophystealer1218","true","false","false","false","","false",""
"2 months ago","Yes please","0","@mohameddeqmuhumad1956","true","false","false","false","","false",""
"2 months ago","Yes!!!","0","@technosite2956","true","false","false","false","","false",""
"2 months ago","Hell yeah, I needed this!","10","@xikaryo6735","false","false","false","false","","false",""
"2 months ago","I've been learning from you for over 3 years now, basically ever since I started programming. Congrats for 4 million subs.","10","@QinisoXulu","false","true","false","false","","false",""
"2 months ago","We need WEB3. ROADMAP PLEASE","8","@OsamaShabih","false","false","false","false","","false",""
"2 months ago","Nah we dont need","0","@arunachalamm3399","true","false","false","false","","false",""
"2 months ago","An easier way you might have the chance of him listening to you, is by subscribing to his newsletter and sending a feedback after receiving the mail he sends every Thursday morning. It contains tips that will help you become a better programmer including weekly challenges. I say so cause I did the same and seeing this video is a proof for me that he read my feedback mail. The link is in the description. Mosh is just the best 💯","6","@fet_325","false","true","false","false","","false",""
"2 months ago","I want to learn AI in 6 months. Is that possible?","6","@5b57","false","false","false","false","","false",""
"2 months ago","yes if you work 15 hours a day, consistently","3","@spsdarinda4834","true","false","false","false","","false",""
"2 months ago","​ @spsdarinda4834  oh god help with this one..!😢","1","@5b57","true","false","false","false","","false",""
"2 months ago","It depends on your learning methods, your focus, time and generally how well does it all stick. It's not impossible, but very small percentage of folk will be able to do it, 6 months is really not much. And even if, those 6 months will get you the absolute basics. Don't give yourself any static deadlines with something as complex as AI/ML. Rather, make a milestone calendar and get advice from someone experianced. Believe me it helps a lot. Assess your progress in intervals, and grind and apply your knowledge iteratively, meaning increase the size and the complexity of your projects in small steps.","4","@turmoilstabilizer9054","true","false","false","false","","false",""
"1 month ago","i didnt get the link to roadmap file, and emailed to Mosh with ask to send me one. He sent it in half an hour. Thank you , Mosh! My respect!","6","@nilsharafutdinov3679","false","false","false","false","","false",""
"2 months ago","Big thanks Mosh,,I am a great beneficiary of this content from #Kenya","5","@writershelpcenter4362","false","false","false","false","","false",""
"2 months ago","My proudly teacher. Thank you for everything @mosh❤","5","@mohsenibraheem","false","true","false","false","","false",""
"1 month ago","Thank you mosh, really the idea of having a pdf to track my progress. From India🇮🇳","5","@todaysdoseofinternet6981","false","false","false","false","","false",""
"2 months ago","Great. After a long time we get a new video.","4","@santokhan_","false","false","false","false","","false",""
"2 months ago","Thanks for the road map.","4","@McDonaldIbekwe","false","false","false","false","","false",""
"1 month ago","Pls make roadmap on cybersecurity like  ethical hacking, cybersecurity engineer, pentester, cybersecurity analyst ,etc. I m waiting...","4","@kishan4278","false","false","false","false","","false",""
"3 weeks ago","I’ll see you in 10 years lol","4","@axelamoe","false","false","false","false","","false",""
"3 weeks ago","I want AI Engineer Roadmap please help..","4","@RohitVlogs-c4z","false","false","false","false","","false",""
"2 months ago","Great one! ❤  Please, another one on Deep Learning","3","@motivateme3152","false","false","false","false","","false",""
"2 months ago","Vote for data analyst or data scientist road map ❤️","3","@aadarshManikanti","false","false","false","false","","false",""
"2 months ago","Thanks a lot for this roadmap!!","3","@frankwang0721","false","false","false","false","","false",""
"2 months ago","hey buddy..... i am also ml enthusiastic like u i am forming a team now . where we are supposed to make projects   if you are interested please let me know","0","@apple_shorts5478","true","false","false","false","","false",""
"1 month ago"," @apple_shorts5478  im interested. but im a beginner. i know nothing","0","@aneesh6157","true","false","false","false","","false",""
"2 months ago","Thank you man!!!","3","@xMichi7","false","false","false","false","","false",""
"3 weeks ago","40 yo here and my motivation just went 📈  Thank you so much and see you in about 2 years. 🙏","3","@rinjisrylopenes8534","false","false","false","false","","false",""
"8 days ago","its over for you mf give up🤣🤣🤣","0","@shakkey","true","false","false","false","","false",""
"2 months ago","Hey mosh, I really want you to do more videos about python machine learning, I followed you for a long time, thanks for your tutorial, I really love this video too","2","@dojocentre","false","false","false","false","","false",""
"2 months ago","hey buddy..... i am also ml enthusiastic like u i am forming a team now . where we are supposed to make projects   if you are interested please let me know","0","@apple_shorts5478","true","false","false","false","","false",""
"2 months ago","please Spring boot course mosh","2","@natnaeldebebe1541","false","false","false","false","","false",""
"2 months ago","Yes","0","@mrpokreh4976","true","false","false","false","","false",""
"2 months ago","secound❤","2","@IrfanIk1218","false","false","false","false","","false",""
"2 months ago","What is the difference between ML Engineer and Data Engineer. Is there any difference between Data and ML or AI.","2","@playtheshorts","false","false","false","false","","false",""
"2 months ago","I am waiting ❤❤","2","@waheedweins","false","false","false","false","","false",""
"2 months ago","3 month is not enough 😂","2","@adpuri","false","false","false","false","","false",""
"1 month ago","Is there any tool left behind 😂😂","2","@crickwick8","false","false","false","false","","false",""
"2 months ago","You are so kind to make this content free 🫶","1","@LostGirlAt22","false","true","false","false","","false",""
"2 months ago","Hi Mosh thanks for Detailed and Informative content and congrats to 4M subscribers🎉  I was just wondering whether you will ever give us a Dart & Flutter course or a Kotlin Multiplatform course?   Again thank you for your services, Sir.","1","@navascrisis4626","false","true","false","false","","false",""
"2 months ago","Sir, Please make a Course on FLUTTER, WE REALLY WANT.","1","@Bug-Slayer-404","false","false","false","false","","false",""
"2 months ago","Thank you Mosh!!!","1","@softwareengineer141","false","false","false","false","","false",""
"2 months ago","thank you mosh🥰","1","@zeimorc","false","true","false","false","","false",""
"2 months ago","🥇","1","@Reflekt0r","false","false","false","false","","false",""
"2 months ago","great overview, Hey Mosh I'm still waiting for Spring boot, please make best Spring boot course for ever","1","@arezahmad1969","false","false","false","false","","false",""
"2 months ago (edited)","Hi @Mosh can this roadmap be used for AI Engineering too and also are the programming courses from Harvard's CS50 course series good for this kind of job?","1","@sanuthrashmitha","false","false","false","false","","false",""
"2 months ago","Thank you for making this video ❤","1","@vishaal007","false","false","false","false","","false",""
"2 months ago","We need DA roadmap, please make a video on this topic.","1","@rakibhasan417","false","false","false","false","","false",""
"2 months ago","Roadmap link doesn't work","1","@AAA-c4k","false","false","false","false","","false",""
