"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"3 months ago","Without AWS  nowadays very hard to get job. Please make videos on AWS.","123","@jannatennayem2596","false","false","false","false","","false",""
"3 months ago","i believe there are a lot of AWS videos out there, why should Mosh ""invent a bicycle"" ?","20","@evgenii.panaite","true","false","false","false","","false",""
"3 months ago","Aws what is stand of","0","@mahdidarwiish509","true","false","false","false","","false",""
"3 months ago"," @evgenii.panaite  Yes!!ur right..but Mosh teaching is different..No fluffy stuff. Topics are concise and clear.","7","@sandeepkumarbrungi7574","true","false","false","false","","false",""
"3 months ago (edited)","Industry level AWS is very different than the dummy AWS videos on YouTube. I am working as a professional Nodejs engineer after I finished his Node.js course. AWS has plenty of services. How to make sure things are secure and what services to use when is very important. How to deploy a secure website. Making migration or changes to the RDS service etc. He should make a complete professional AWS videos for specifically Full stack developer, not necessarily to earn certificates.","14","@jannatennayem2596","true","false","false","false","","false",""
"3 months ago","​ @evgenii.panaite  can you please suggest some playlist for AWS from scratch?","0","@atharvapathak2638","true","false","false","false","","false",""
"3 months ago","Yes","0","@OboblhyvobovVkgitajflf","true","false","false","false","","false",""
"3 months ago","aws is easy","0","@sheikhquadeer5965","true","false","false","false","","false",""
"3 months ago (edited)","That's not true, knowing database and strong problem solving are the keys in backend, however cloud is important but is not that much.","0","@hasnaouiacademy7899","true","false","false","false","","false",""
"3 months ago","The W3C have videos please check.","1","@zealousprogrammer4539","true","false","false","false","","false",""
"3 months ago","Check AWS Skill builder","2","@zach.intech","true","false","false","false","","false",""
"3 months ago","​ @mahdidarwiish509  Amazon Web Services","0","@armanx2","true","false","false","false","","false",""
"3 months ago"," @jannatennayem2596 while it’s nice to have understanding of basics and maybe slightly deeper (like aws architect certification), there are positions called like ‘cloud/devop engineer’ who are supposed to be responsible for such things.","1","@tsolanoff","true","false","false","false","","false",""
"3 months ago"," @evgenii.panaite because he did the same in these videos plus it helps him to get new customers… you so dumb that you got hit by the park car😅😅😅","0","@ManishSharma-js9uw","true","false","false","false","","false",""
"3 months ago","Wtf are you talking about? 🤣","1","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago","AWS is fucking irrelevant","2","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago","AWS is limited...","1","@abahiduh3246","true","false","false","false","","false",""
"2 months ago"," @evgenii.panaite lmao reinvent the wheel?","0","@djcantskate3883","true","false","false","false","","false",""
"2 months ago","Never heard that it is hard to get a job without AWS Knowledge. I do Not know a single person working with it","1","@ergdvtzh54ert","true","false","false","false","","false",""
"3 months ago","Folks, no hate toward PHP! Just forgot to mention it.","121","@programmingwithmosh","false","false","false","false","","false",""
"3 months ago","ha ha.. better to do a separate one for PHP for your folks then. 💌 from Sri Lanka!","3","@TheVishvaisuranga","true","false","false","false","","false",""
"3 months ago","Sir what about full stalk web development because after learning front end and backend what to do to combine both skills","3","@GaneshSai-iw5wb","true","false","false","false","","false",""
"3 months ago"," @TheVishvaisuranga  😂😂PHP innit!","0","@sheldonmwaniki3378","true","false","false","false","","false",""
"3 months ago","@programmingwithmosh I was about to write a comment asking why you ignored PHP. As a PHP developer myself, I felt a bit disappointed, lol. 😅","4","@MMH94MMH","true","false","false","false","","false",""
"3 months ago","really?","3","@MohammadRoshandelpoor","true","false","false","false","","false",""
"3 months ago"," @GaneshSai-iw5wb hey!! Did you any answer for this question. I have same question though …","0","@tuba_codes","true","false","false","false","","false",""
"3 months ago","You forgot to mention a language that is used by almost 50% of all sites on the web...that says something pretty sad about you!","1","@rutera24","true","false","false","false","","false",""
"2 months ago","Waiting for PHP course now... 😏","0","@omfgihopethisworks","true","false","false","false","","false",""
"1 month ago","I don't think that's true @programmingwithmosh","0","@markwickline5890","true","false","false","false","","false",""
"8 days ago","that's brutal mosh😂😂","0","@ArMor-dp7nb","true","false","false","false","","false",""
"3 months ago","PHP left the chat","77","@UChmn","false","false","false","false","","false",""
"2 months ago","😂😂😂😂","0","@Msanii-x7z","true","false","false","false","","false",""
"1 month ago","No he just forogt to mention it.","1","@skdishansachin","true","false","false","false","","false",""
"3 months ago","I am always intrigued whenever I see Mosh latest video 😄. He'd breakdown everything into understandable units 👌🤓.","33","@DevMarvelee","false","true","false","false","","false",""
"3 months ago","you are obviously a programmer , as quote ""He'd breakdown everything into understandable units"" >> thinking everything must be divided in smaller pieces and units :)","1","@arash_samandar","true","false","false","false","","false",""
"3 months ago","My suggested roadmap:  1. Solve 1k-2k problems in C++ or Java then master algorithms and data structures. 2. Master on databases using SQL. 3. Learn C# and build a desktop project or two. 4. Learn API.  Now you're a strong backend developer, next is frontend:  5. Learn HTML, CSS, JS, and choose either React (recommended) or Angular.  After landing an entry-level full stack job, you'll have infinite learning opportunities. Don't worry! 😅","30","@hasnaouiacademy7899","false","false","false","false","","false",""
"3 months ago","Save time and headaches and skip C++ unless there is a genuine need for it. I converted a C++ CLI Windows Service to C# and the code base is so very much more tolerable.","4","@brownrhythms","true","false","false","false","","false",""
"7 days ago","Bro I have a question. I know soringboot, .NET, Django and Express.js very well as a 5 year experience of software engineer. Should I build advanced level project from each framework add my resume ?","1","@mehmetkoyuncuoglu1647","true","false","false","false","","false",""
"7 days ago"," @mehmetkoyuncuoglu1647   Actually if u know those well u r more expert than me 😅   However In my knowledge I suggest you to focus and build projects in only one framework to be professional on it, switching between technologies is not a big deal don't worry about that.","0","@hasnaouiacademy7899","true","false","false","false","","false",""
"3 months ago","Hope you should more talk about PHP Laravel.","28","@TheVishvaisuranga","false","false","false","false","","false",""
"3 months ago","I agree. Php is still so popular where I live😮","5","@jonathanjohnson2785","true","false","false","false","","false",""
"3 months ago (edited)","Don't bother. This types of developers/programmers see PhP as a garbage language. They always try to spread hate against it and intentionally leave it out of the ecosystem. Meanwhile they are trying to implement JavaScript in backend to build a full stack pipeline. How funny is that....😂😂😂","9","@JustDoit-qt1he","true","false","false","false","","false",""
"3 months ago (edited)","Yep, Mosh has received an unfollow from me. I've been working in PHP for 8 years and make top salary doing it! it literally has 76% market share!!!!!!!!!!!!!!","0","@markwickline5890","true","false","false","false","","false",""
"3 months ago","​ @JustDoit-qt1he  I think this is because they want to sell their courses and products and only care about that. The funniest part is that modern JavaScript has only recently achieved what PHP has been doing for decades.","1","@MMH94MMH","true","false","false","false","","false",""
"3 months ago"," @MMH94MMH  I still doubt JS already achieved the milestone. It's true JavaScript came a very long way and is way matured than past. But still there isn't any good framework in JS for full stack development or even a strong backend. Meanwhile Laravel is almost a full stack framework. I m saying almost cause you can't build that good frond end with it. But it's really good and easy for backend.","2","@JustDoit-qt1he","true","false","false","false","","false",""
"3 months ago"," @MMH94MMH  In my own opinion, compare to JavaScript, PHP doesn’t look that pretty. That's the main drawback.","1","@JustDoit-qt1he","true","false","false","false","","false",""
"3 months ago","PHP is light years behind TypeScript lol","0","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago"," @marcuss.abildskov7175  Wait...what!!! Have you ever written in both PHP and TypeScript??? 😂😂😂","0","@JustDoit-qt1he","true","false","false","false","","false",""
"3 months ago","​ @marcuss.abildskov7175  TypeScript is literally another way to write JavaScript, and it's all about type declarations and access modifiers, which are not new for PHP bro.","0","@MMH94MMH","true","false","false","false","","false",""
"3 months ago (edited)","""Meanwhile they are trying to implement JavaScript in backend to build a full stack pipeline."" 😂","1","@fullstacklarry","true","false","false","false","","false",""
"3 months ago (edited)","or the classic, ""I like using the same language on the frontend as the backend.""","1","@fullstacklarry","true","false","false","false","","false",""
"3 months ago"," @fullstacklarry  🤣🤣","1","@JustDoit-qt1he","true","false","false","false","","false",""
"3 months ago","why do you always ignore PHP in your videos?","19","@EzzedineBanbouk","false","false","false","false","","false",""
"3 months ago","PHP runs over 75% of internet but it's ignored 🤣","4","@AisukiJapan","true","false","false","false","","false",""
"3 months ago","You Rock Man!... Perfect as usual. Thanks.","18","@hamidrezaasnaashary2145","false","true","false","false","","false",""
"3 months ago","📕Download the FREE roadmap PDF here: https://mosh.link/backend-roadmap 👍Subscribe for more useful videos: https://goo.gl/6PYaGF","18","@programmingwithmosh","false","false","false","false","","false",""
"3 months ago","@programmingwithmosh   Wanna be full stack , with following your roadmap of front end , wich language do you recommend with the backend ? Javascript python?","0","@Mdirrp","true","false","false","false","","false",""
"3 months ago","Hi Mosh....thank you. But the PDF link is not working. Have you tried it lately?","2","@ayokunleolanipekun9115","true","false","false","false","","false",""
"3 months ago","​ @ayokunleolanipekun9115  Yeah  It doesn't work with me too I tried with two different emails","0","@احمدمحمد-ص9ض9ه","true","false","false","false","","false",""
"3 months ago","sir can you please guide me from where i should start learning.i m at scratch i mean i dont even have any basic knowledge of computer but i wanna learn about computer and become a computer scientist in ai field....please guide me","0","@MellowQueen14","true","false","false","false","","false",""
"2 months ago","The Link doesn't work 😭","2","@DogeWinston","true","false","false","false","","false",""
"1 month ago","Sir,if you have free pdf notes for backend development,could you please share it","0","@Usha-h1d","true","false","false","false","","false",""
"3 months ago","📕Download the FREE roadmap PDF here: https://mosh.link/backend-roadmap 👍Subscribe for more useful videos: https://goo.gl/6PYaGF","18","@programmingwithmosh","false","false","true","false","","false",""
"3 months ago","@programmingwithmosh   Wanna be full stack , with following your roadmap of front end , wich language do you recommend with the backend ? Javascript python?","0","@Mdirrp","true","false","false","false","","false",""
"3 months ago","Hi Mosh....thank you. But the PDF link is not working. Have you tried it lately?","2","@ayokunleolanipekun9115","true","false","false","false","","false",""
"3 months ago","​ @ayokunleolanipekun9115  Yeah  It doesn't work with me too I tried with two different emails","0","@احمدمحمد-ص9ض9ه","true","false","false","false","","false",""
"3 months ago","sir can you please guide me from where i should start learning.i m at scratch i mean i dont even have any basic knowledge of computer but i wanna learn about computer and become a computer scientist in ai field....please guide me","0","@MellowQueen14","true","false","false","false","","false",""
"2 months ago","The Link doesn't work 😭","2","@DogeWinston","true","false","false","false","","false",""
"1 month ago","Sir,if you have free pdf notes for backend development,could you please share it","0","@Usha-h1d","true","false","false","false","","false",""
"3 months ago (edited)","Mosh can never miss, we ask and you deliver. So much to admire about Mosh. My day has been made!!! God bless☺🙏","17","@mistersir3185","false","true","false","false","","false",""
"3 months ago","PHP is love, you can't skip it so please make the entire video again where PHP should be the first one 😂😂😂","14","@allyx_dev","false","false","false","false","","false",""
"2 months ago","I know right??","0","@Iamstephane","true","false","false","false","","false",""
"3 months ago","see u after 12months","13","@YessineZouari-gg8vn","false","false","false","false","","false",""
"3 months ago","I am waiting for you.","3","@ResearchedI","true","false","false","false","","false",""
"1 month ago","how's life?","0","@muhammadrizkybaskara9482","true","false","false","false","","false",""
"9 days ago","🔥 Good luck","0","@praveenakhan4251","true","false","false","false","","false",""
"3 months ago","Backend Development Roadmap: 1. Programming Languages (Python, Java, JavaScript);  2. Version Control System (Git);  3. Data Structures & Algorithms;  4. Design Patterns;  5. Databases (MySQL, MongoDB);  6. Web Framework (Django, Spring Boot, Express.js)  Total time to learn: 12 months.","12","@helenapedro8707","false","false","false","false","","false",""
"3 months ago","Javascript & Nodejs 😡😡😡","11","@-mohammadalakedy5417","false","false","false","false","","false",""
"2 days ago","Why bro","0","@aryanvlogs23","true","false","false","false","","false",""
"3 months ago","not even mention about php,why?","5","@kira7mm","false","false","false","false","","false",""
"3 months ago","php laravel ??","5","@talal3496","false","false","false","false","","false",""
"3 months ago","Php is trash language","0","@thegooddieyoung4731","true","false","false","false","","false",""
"3 months ago","This is a perfect breakdown. Thanks alot.","5","@markezlaws1825","false","true","false","false","","false",""
"3 months ago","I'm from Somalia,your vedios is absolutely simple and understandable","5","@wakeupreality145","false","false","false","false","","false",""
"2 months ago","Walal maan isbarano si aan isku caawino","1","@maankobciye7787","true","false","false","false","","false",""
"2 months ago"," @maankobciye7787  sxp xagee iska soo qabanaaa","0","@wakeupreality145","true","false","false","false","","false",""
"2 months ago"," @maankobciye7787  waa caadi sxp","0","@wakeupreality145","true","false","false","false","","false",""
"3 months ago","Less job opportunities = less demand = less supply of developers = higher changes to get hired.","5","@ZajoSTi","false","false","false","false","","false",""
"3 months ago","What about php?","4","@Dik131WZD","false","false","false","false","","false",""
"3 months ago","I am stock with Javascript/Typescript for now. Picking Python next. I so much love simplicity.  And thanks to Mosh, your courses are life safer. ❤","3","@MrAlao675","false","true","false","false","","false",""
"1 month ago (edited)","Why you want to go for python Are You got familier with mern Or mean?","0","@DeepakB-f4v","true","false","false","false","","false",""
"3 months ago","Have you missed PHP 8?","2","@bohdan.vorona","false","false","false","false","","false",""
"3 months ago","Beautiful content ❤️","2","@GrowWithme66","false","true","false","false","","false",""
"3 months ago","Boss inamana hujui kama PHP ni popular backend language?","2","@husseinmuhammad2121","false","false","false","false","","false",""
"3 months ago (edited)","any thoughts about PHP for backend web dev? is it still relevant and in-demand?","2","@ThePureedge","false","false","false","false","","false",""
"3 months ago","No","0","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago","Nobody uses PHP for new projects anymore","0","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago","Unless you wanna maintain legacy systems it's not relevant at all","0","@marcuss.abildskov7175","true","false","false","false","","false",""
"3 months ago","What about php ? Please reply","2","@masternuurkey4121","false","false","false","false","","false",""
"3 months ago","Excellent sir please send Spring Boot course fast...","2","@MadhuSudhan-um2lm","false","false","false","false","","false",""
"3 months ago","i am not agreed on ""stick on a language"" . i myself have learned a lot of them . though sometimes even for hobby i do this . but there is constants and a lot of similarities in all of them . they all have the same pattern that you will learn no matter which one you take . it is the pattern and thinking you must learn not a bunch of variable and methods ( AI can notwdo that for you )","2","@arash_samandar","false","false","false","false","","false",""
"3 months ago (edited)","Well ,I don't agree because the beginner learner has to pick one language and learn the basic concept of programming with it ,and once the learner learned the basic concept, at that  moment he /she can easily move to another language.","3","@mohammedabdalmajed3914","true","false","false","false","","false",""
"3 months ago"," @mohammedabdalmajed3914  yes, for the beginner of course . i agree on that","0","@arash_samandar","true","false","false","false","","false",""
"3 months ago","no php?!","2","@nicholasochieng8144","false","false","false","false","","false",""
"3 months ago","Thanks for the valuable content. What is your thought about PHP as a back-end programming language ♥","2","@dhananjayabulathsinghala2429","false","false","false","false","","false",""
"3 months ago","Thanks a lot for this piece, Mosh. What's your advice for someone with 2 years professional experience in frontend development looking to get into backend development?","2","@johnmaleek6879","false","false","false","false","","false",""
"3 months ago","Hi, please make a spring course and aws","2","@sub_zero_911","false","false","false","false","","false",""
"3 months ago","thank you :)","2","@DataGeek1002","false","false","false","false","","false",""
"3 months ago","Mosh, I got to say something:  When you speak, I feel PEACE.  Much obliged for that lad.  I hope I’ll through your online vids and I hope to find a way to reward you.  Cheers","2","@eugenefritz6669","false","true","false","false","","false",""
"3 months ago","Thanks for your kind comment! ❤","1","@programmingwithmosh","true","false","false","false","","false",""
"3 months ago","Expecting a spring boot course for a long time","2","@jagapradeepg8247","false","false","false","false","","false",""
"3 months ago","Sir thank you for this been waiting for more than a week","1","@GaneshSai-iw5wb","false","false","false","false","","false",""
"3 months ago","Thanks 🙏😊","1","@jibrilmubarak6447","false","false","false","false","","false",""
"3 months ago","I watched your whole python tutorials but i want to know is that it is the whole python tutorial or just a part of the language.","1","@babylylia2205","false","false","false","false","","false",""
"3 months ago","Thank you for your good programs. continue","1","@MegaMind-lv6zn","false","false","false","false","","false",""
"3 months ago","Hi Mosh Beautiful Content  Hope You make a video on Full Stack Development also ❤","1","@Srirama7","false","false","false","false","","false",""
"3 months ago","You have both the front-end and back-end roadmap on my channel. You can start either way. I'd recommend starting with back-end though.","3","@programmingwithmosh","true","false","false","false","","false",""
"3 months ago"," @programmingwithmosh  Interesting I feel like most people say to start with front-end. Could you explain why you recommend starting with back-end? Could be a video idea too!","1","@blakejones9392","true","false","false","false","","false",""
"3 months ago"," @programmingwithmosh  Thanks for your advice  Mosh","0","@Srirama7","true","false","false","false","","false",""
"3 months ago","where is the testing?","1","@rahathosen8441","false","false","false","false","","false",""
"3 months ago","I love starting Mosh's videos with a ""Like"" because I know I'm going to enjoy them! His content is always top-notch! 🥰🥰 Looking forward to the next one! 😊","1","@robel_asefa","false","true","false","false","","false",""
"3 months ago","Thank you sir 😊","1","@lekeugodemelieu","false","true","false","false","","false",""
"3 months ago","hey mosh there is no pdf even i entered my mail 2 times correctly still no pdf came","1","@batuklal","false","false","false","false","","false",""
