"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"2 weeks ago","✏ Maximize your happiness, maximize your productivity.  Join the course here: https://academy.dhruvrathee.com Use coupon code: NEW46 for a 46% discount!  Offer only valid for the first 1000 people.","4134","@dhruvrathee","false","false","true","false","","false",""
"2 weeks ago"," @dhruvrathee  Paisa kon banaya mujhe jan na hai wo kon hai. Mahan bekti","162","@SirajToyRace","true","false","false","false","","false",""
"2 weeks ago","Dhruv rathee respect button 🔘✅","114","@Allenites_01","true","false","false","false","","false",""
"2 weeks ago","Free cours kb ayega bhai","92","@FaisalSaifi-ty7wr","true","false","false","false","","false",""
"2 weeks ago (edited)","❤❤❤❤","21","@Allenites_01","true","false","false","false","","false",""
"2 weeks ago"," @dhruvrathee  money kon banaya pls video banaw","23","@SirajToyRace","true","false","false","false","","false",""
"2 weeks ago","Nicee video","16","@Allenites_01","true","false","false","false","","false",""
"2 weeks ago","❤❤❤❤","12","@mangalpande33","true","false","false","false","","false",""
"2 weeks ago","Maa Kasam jisne like susbcribes ni kiya wo pakka exam me fail ho jayega😂😂","37","@CRXVEDITZ","true","false","false","false","","false",""
"2 weeks ago","Video for Rajib Dixit","19","@KhAminul010","true","false","false","false","","false",""
"2 weeks ago","Ok","9","@Dilkhush27-h1o","true","false","false","false","","false",""
"2 weeks ago","और सेल्यूट फॉर ध्रुव राठी 😊","11","@Rohan-k4q","true","false","false","false","","false",""
"2 weeks ago","​ @FaisalSaifi-ty7wr jab ye Margaret ga","5","@Englishsongseriesofficial","true","false","false","false","","false",""
"2 weeks ago","Rahul gandhi ko kese papu banaya uske bareme bhi ek video banao bhai please 🙏","11","@anitpal4382","true","false","false","false","","false",""
"2 weeks ago","money is a power","7","@AnuragKumar-nc4ip","true","false","false","false","","false",""
"2 weeks ago","World no 1 motivation 😊","6","@SaidulBhai49","true","false","false","false","","false",""
"2 weeks ago","सर, एक गरीब लड़के के लिए इतना पैसा देकर कोर्स खरीदना संभव नहीं है। मैं दुखी हूं कि मैं इसे खरीद नहीं सकता।😢😢","41","@anoopku.01","true","false","false","false","","false",""
"2 weeks ago","सर, एक गरीब लड़के के लिए इतना पैसा देकर कोर्स खरीदना संभव नहीं है। मैं दुखी हूं कि मैं इसे खरीद नहीं सकता।😢😢","33","@anoopku.01","true","false","false","false","","false",""
"2 weeks ago","सर, एक गरीब लड़के के लिए इतना पैसा देकर कोर्स खरीदना संभव नहीं है। मैं दुखी हूं कि मैं इसे खरीद नहीं सकता।😢😢","26","@anoopku.01","true","false","false","false","","false",""
"2 weeks ago","Please make a video on Anna Sebastian how corporate pressure killing the youth.","4","@SANDEEPKUMAR-v7x6p","true","false","false","false","","false",""
"2 weeks ago","Sahi​ @SirajToyRace ","0","@SIRAJFARMING","true","false","false","false","","false",""
"2 weeks ago","सर, एक गरीब लड़के के लिए इतना पैसा देकर कोर्स खरीदना संभव नहीं है। मैं दुखी हूं कि मैं इसे खरीद नहीं सकता।😢😢","13","@anoopku.01","true","false","false","false","","false",""
"2 weeks ago","सर, एक गरीब लड़के के लिए इतना पैसा देकर कोर्स खरीदना संभव नहीं है। मैं दुखी हूं कि मैं इसे खरीद नहीं सकता।😢😢","13","@anoopku.01","true","false","false","false","","false",""
"2 weeks ago","Self image sach bahut precious cheeze hai ❤","2","@Self__talks","true","false","false","false","","false",""
"2 weeks ago","👍👍👍♥️♥️🇮🇳🇮🇳💯💯🙏👌","2","@ajazpasha5638","true","false","false","false","","false",""
"2 weeks ago","Sir mere liye free kar sakte hai please hum bhi garib hai magar aapka  course  padna chahta hau","3","@educationforindia9123","true","false","false","false","","false",""
"2 weeks ago","@dhruvrathee money can't buy happiness 😂😢😅❤","6","@Self__talks","true","false","false","false","","false",""
"2 weeks ago","15:50 same ad got in this video 😝😝😝","1","@Garvit-0000","true","false","false","false","","false",""
"2 weeks ago","​ @SirajToyRace The first known coins were created by King Alyattes of Lydia around 600 BCE. However, money as a concept has many contributors across different cultures over time, including the Chinese who developed paper money during the Tang Dynasty.","3","@MOHAMMEDARMAN-cd2ec","true","false","false","false","","false",""
"2 weeks ago","Dhruv please make a next video on Why kids like packet food items like chips choclates etc. rather than home cooked food. I am also face this type of problem with my daughter. She is 7 yrs old. Plz if possible make it next video on this serious issue and how we recover with this situation.Thanks🙏🙏🙏🙏🙏🙏","1","@VSam07","true","false","false","false","","false",""
"2 weeks ago","Speak about Ayn Rand's philosophy Dhruv.","1","@SWARNAVA_HANDEL","true","false","false","false","","false",""
"2 weeks ago","19:22 par bhaiya kuch log aur bhi hai jo ye bhi sochtey hai ki kash me apney mata pita ka khyal rakh pata agar mere pas pesey hote , ya phir ek bap sochta hai kash mei apney baccho ko kuch dekar ja pata agar merey pas kuch pesey hotey to uka kya bhai","1","@starstrucker6373","true","false","false","false","","false",""
"2 weeks ago","then why do u promote this","4","@mousharyamakwana4843","true","false","false","false","","false",""
"2 weeks ago","Then why don't you teach this free of cost instead of making a paid app for that? 🤔","6","@drbibinjose7072","true","false","false","false","","false",""
"2 weeks ago","Next video Bihar pull","1","@NajimMoho-ev3qd","true","false","false","false","","false",""
"2 weeks ago","You are selling course for some money?(money can't buy you happiness!)","8","@Foreal185","true","false","false","false","","false",""
"2 weeks ago","WANT EXPOSE ON ADIVASI HAIR OIL AND OTHER HAIR OIL COMPANIES, DHRUV. MANY FROM INDIA ARE REQUESTING THIS EXPOSE","1","@sharvinpradhan1819","true","false","false","false","","false",""
"2 weeks ago","Dear Dhruv Rathee,  I am Ismam, a 10th-grade student from Bangladesh. I am very interested in enrolling in your ChatGPT course; however, the course fee is quite high for my middle-class family.  I would greatly appreciate it if you could let me know if there are any financial aids or discounts available. I am eager to gain new skills through this course, and any assistance you could provide would be immensely valuable to me.  Thank you very much for your understanding.  Sincerely,   Ismam","7","@mdilias9096","true","false","false","false","","false",""
"2 weeks ago","Aao Kabhi Surat","0","@Suratkibegumwadi","true","false","false","false","","false",""
"2 weeks ago","❤ first time watch your video but hertly ❣️","0","@jayfact5","true","false","false","false","","false",""
"2 weeks ago","ANIMATION INDUSTRY par video bnaao sir . ANIMATION INDUSTRY par video bnaao sir ❤❤❤","3","@NaaNoo1234","true","false","false","false","","false",""
"2 weeks ago","Want something about Black magic, or hipnotizetion...","2","@YeahStar_90","true","false","false","false","","false",""
"2 weeks ago","Make a video on why X-chromosome is dying?","1","@Hansuu65","true","false","false","false","","false",""
"2 weeks ago","आप mere bade bhai ho ❤","1","@BhokalOfBanaras","true","false","false","false","","false",""
